,Unnamed: 0,id,Stance,uclmr,athene,solat,solat_tree,solat_deep,mix_solat_uclmr
1745,1745,1745,discuss,discuss,discuss,discuss,discuss,agree,discuss
1750,1750,1750,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
1755,1755,1755,discuss,disagree,discuss,discuss,discuss,discuss,discuss
1760,1760,1760,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
1765,1765,1765,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
1770,1770,1770,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
1775,1775,1775,disagree,discuss,discuss,agree,discuss,agree,discuss
1780,1780,1780,discuss,discuss,discuss,discuss,discuss,agree,discuss
1785,1785,1785,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
1790,1790,1790,discuss,discuss,discuss,discuss,discuss,discuss,discuss
1795,1795,1795,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
1800,1800,1800,discuss,discuss,discuss,discuss,discuss,agree,discuss
1805,1805,1805,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
1810,1810,1810,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
1815,1815,1815,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
1820,1820,1820,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
1825,1825,1825,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
1830,1830,1830,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
1835,1835,1835,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
1840,1840,1840,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
1845,1845,1845,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
1850,1850,1850,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
1855,1855,1855,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
1860,1860,1860,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
1865,1865,1865,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
1870,1870,1870,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
1875,1875,1875,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
1880,1880,1880,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
1885,1885,1885,agree,discuss,agree,agree,agree,unrelated,agree
1890,1890,1890,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
1895,1895,1895,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
1900,1900,1900,discuss,discuss,discuss,agree,discuss,agree,discuss
1905,1905,1905,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
1910,1910,1910,discuss,discuss,discuss,discuss,discuss,discuss,discuss
1915,1915,1915,discuss,discuss,discuss,discuss,discuss,discuss,discuss
1920,1920,1920,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
1925,1925,1925,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
1930,1930,1930,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
1935,1935,1935,discuss,discuss,discuss,discuss,discuss,discuss,discuss
1940,1940,1940,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
1945,1945,1945,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
1950,1950,1950,disagree,agree,discuss,discuss,discuss,unrelated,discuss
1955,1955,1955,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
1960,1960,1960,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
1965,1965,1965,discuss,discuss,discuss,discuss,discuss,disagree,discuss
1970,1970,1970,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
1975,1975,1975,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
1980,1980,1980,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
1985,1985,1985,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
1990,1990,1990,discuss,discuss,agree,agree,discuss,agree,discuss
1995,1995,1995,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2000,2000,2000,agree,discuss,agree,agree,agree,agree,agree
2005,2005,2005,agree,discuss,discuss,agree,agree,unrelated,agree
2010,2010,2010,discuss,discuss,discuss,discuss,discuss,discuss,discuss
2015,2015,2015,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
2020,2020,2020,discuss,discuss,discuss,discuss,discuss,agree,discuss
2025,2025,2025,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2030,2030,2030,discuss,discuss,discuss,discuss,discuss,agree,discuss
2035,2035,2035,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2040,2040,2040,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2045,2045,2045,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2050,2050,2050,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2055,2055,2055,discuss,discuss,discuss,discuss,discuss,discuss,discuss
2060,2060,2060,discuss,disagree,agree,discuss,discuss,agree,discuss
2065,2065,2065,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2070,2070,2070,unrelated,unrelated,discuss,unrelated,unrelated,discuss,unrelated
2075,2075,2075,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2080,2080,2080,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2085,2085,2085,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2090,2090,2090,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2095,2095,2095,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2100,2100,2100,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2105,2105,2105,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2110,2110,2110,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2115,2115,2115,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2120,2120,2120,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2125,2125,2125,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
2130,2130,2130,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
2135,2135,2135,discuss,discuss,discuss,discuss,discuss,discuss,discuss
2140,2140,2140,discuss,discuss,discuss,discuss,discuss,discuss,discuss
2145,2145,2145,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2150,2150,2150,disagree,discuss,discuss,agree,discuss,agree,discuss
2155,2155,2155,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2160,2160,2160,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2165,2165,2165,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2170,2170,2170,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
2175,2175,2175,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2180,2180,2180,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2185,2185,2185,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2190,2190,2190,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2195,2195,2195,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
2200,2200,2200,agree,discuss,discuss,discuss,discuss,discuss,discuss
2205,2205,2205,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
2210,2210,2210,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2215,2215,2215,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2220,2220,2220,disagree,discuss,discuss,discuss,discuss,disagree,discuss
2225,2225,2225,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2230,2230,2230,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2235,2235,2235,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
2240,2240,2240,agree,unrelated,unrelated,agree,unrelated,agree,unrelated
2245,2245,2245,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2250,2250,2250,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2255,2255,2255,discuss,discuss,discuss,discuss,discuss,agree,discuss
2260,2260,2260,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
2265,2265,2265,discuss,discuss,unrelated,discuss,discuss,discuss,discuss
2270,2270,2270,disagree,disagree,agree,unrelated,unrelated,unrelated,unrelated
2275,2275,2275,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
2280,2280,2280,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2285,2285,2285,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2290,2290,2290,agree,discuss,agree,agree,discuss,agree,discuss
2295,2295,2295,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2300,2300,2300,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
2305,2305,2305,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2310,2310,2310,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2315,2315,2315,discuss,discuss,discuss,discuss,discuss,discuss,discuss
2320,2320,2320,disagree,discuss,agree,discuss,discuss,discuss,discuss
2325,2325,2325,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2330,2330,2330,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2335,2335,2335,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2340,2340,2340,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2345,2345,2345,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2350,2350,2350,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
2355,2355,2355,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2360,2360,2360,disagree,discuss,discuss,agree,agree,disagree,agree
2365,2365,2365,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2370,2370,2370,agree,discuss,discuss,discuss,discuss,discuss,discuss
2375,2375,2375,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
2380,2380,2380,discuss,discuss,discuss,discuss,discuss,discuss,discuss
2385,2385,2385,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2390,2390,2390,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2395,2395,2395,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
2400,2400,2400,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2405,2405,2405,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2410,2410,2410,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
2415,2415,2415,agree,discuss,agree,agree,agree,agree,agree
2420,2420,2420,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2425,2425,2425,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
2430,2430,2430,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
2435,2435,2435,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2440,2440,2440,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2445,2445,2445,discuss,discuss,discuss,discuss,discuss,discuss,discuss
2450,2450,2450,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
2455,2455,2455,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2460,2460,2460,discuss,agree,discuss,agree,agree,agree,agree
2465,2465,2465,discuss,agree,discuss,discuss,discuss,unrelated,agree
2470,2470,2470,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
2475,2475,2475,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
2480,2480,2480,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2485,2485,2485,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2490,2490,2490,unrelated,discuss,unrelated,unrelated,unrelated,disagree,discuss
2495,2495,2495,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
2500,2500,2500,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2505,2505,2505,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2510,2510,2510,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
2515,2515,2515,discuss,agree,discuss,discuss,discuss,discuss,discuss
2520,2520,2520,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
2525,2525,2525,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2530,2530,2530,unrelated,agree,unrelated,agree,agree,unrelated,agree
2535,2535,2535,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2540,2540,2540,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2545,2545,2545,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2550,2550,2550,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
2555,2555,2555,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2560,2560,2560,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
2565,2565,2565,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
2570,2570,2570,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2575,2575,2575,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2580,2580,2580,agree,discuss,discuss,agree,agree,agree,agree
2585,2585,2585,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2590,2590,2590,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2595,2595,2595,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2600,2600,2600,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2605,2605,2605,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2610,2610,2610,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
2615,2615,2615,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
2620,2620,2620,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2625,2625,2625,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
2630,2630,2630,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2635,2635,2635,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
2640,2640,2640,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2645,2645,2645,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2650,2650,2650,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2655,2655,2655,agree,agree,agree,agree,discuss,agree,agree
2660,2660,2660,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2665,2665,2665,discuss,discuss,discuss,discuss,discuss,discuss,discuss
2670,2670,2670,agree,discuss,discuss,discuss,discuss,agree,discuss
2675,2675,2675,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2680,2680,2680,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2685,2685,2685,discuss,agree,discuss,discuss,discuss,disagree,agree
2690,2690,2690,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2695,2695,2695,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2700,2700,2700,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
2705,2705,2705,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated
2710,2710,2710,discuss,discuss,discuss,discuss,discuss,disagree,discuss
2715,2715,2715,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2720,2720,2720,discuss,discuss,unrelated,discuss,discuss,discuss,discuss
2725,2725,2725,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2730,2730,2730,discuss,discuss,unrelated,discuss,discuss,agree,discuss
2735,2735,2735,disagree,agree,agree,agree,agree,agree,agree
2740,2740,2740,discuss,discuss,discuss,discuss,discuss,agree,discuss
2745,2745,2745,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2750,2750,2750,discuss,discuss,discuss,discuss,discuss,agree,discuss
2755,2755,2755,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2760,2760,2760,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2765,2765,2765,discuss,discuss,unrelated,agree,agree,discuss,agree
2770,2770,2770,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
2775,2775,2775,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2780,2780,2780,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
2785,2785,2785,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2790,2790,2790,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
2795,2795,2795,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
2800,2800,2800,discuss,discuss,discuss,discuss,discuss,agree,discuss
2805,2805,2805,unrelated,agree,unrelated,unrelated,unrelated,unrelated,unrelated
2810,2810,2810,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
2815,2815,2815,discuss,discuss,discuss,discuss,discuss,disagree,discuss
2820,2820,2820,discuss,discuss,discuss,discuss,discuss,discuss,discuss
2825,2825,2825,agree,agree,agree,agree,agree,agree,agree
2830,2830,2830,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
2835,2835,2835,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
2840,2840,2840,agree,discuss,discuss,agree,agree,unrelated,agree
2845,2845,2845,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
