,Stance,solat,athene,uclmr,solat_tree,solat_deep,mix_solat_uclmr
507,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
508,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
509,discuss,discuss,discuss,discuss,discuss,agree,discuss
511,discuss,discuss,discuss,discuss,discuss,discuss,discuss
512,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
513,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
514,discuss,agree,discuss,discuss,agree,unrelated,agree
516,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
517,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
518,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
519,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
521,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
522,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
523,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
524,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
526,discuss,discuss,discuss,discuss,discuss,discuss,discuss
527,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
528,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
529,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
531,discuss,discuss,discuss,discuss,discuss,discuss,discuss
532,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
533,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
534,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
536,unrelated,discuss,unrelated,unrelated,discuss,discuss,unrelated
537,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
538,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
539,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
541,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
542,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
543,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
544,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
546,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
547,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
548,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
549,disagree,agree,agree,discuss,agree,unrelated,agree
551,discuss,discuss,agree,discuss,discuss,discuss,discuss
552,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
553,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
554,discuss,discuss,discuss,discuss,discuss,discuss,discuss
556,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
557,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
558,discuss,agree,agree,agree,agree,agree,agree
559,discuss,agree,discuss,discuss,agree,agree,agree
561,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
562,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
563,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
564,disagree,agree,discuss,agree,agree,disagree,agree
566,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
567,discuss,discuss,discuss,discuss,discuss,discuss,discuss
568,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
569,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
571,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
572,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
573,discuss,discuss,discuss,discuss,discuss,agree,discuss
574,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
576,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
577,discuss,unrelated,discuss,unrelated,unrelated,unrelated,unrelated
578,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
579,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
581,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
582,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
583,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
584,discuss,discuss,discuss,discuss,discuss,discuss,discuss
586,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
587,discuss,agree,discuss,discuss,discuss,agree,discuss
588,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
589,discuss,discuss,discuss,discuss,discuss,discuss,discuss
591,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
592,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
593,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
594,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
596,disagree,discuss,discuss,discuss,discuss,unrelated,discuss
597,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
598,agree,agree,agree,agree,agree,agree,agree
599,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
601,discuss,discuss,discuss,discuss,discuss,discuss,discuss
602,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
603,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
604,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
606,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
607,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
608,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
609,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
611,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
612,discuss,discuss,discuss,disagree,discuss,agree,discuss
613,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
614,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
616,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
617,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
618,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
619,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
621,discuss,discuss,discuss,discuss,discuss,agree,discuss
622,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
623,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
624,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
626,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
627,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
628,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,unrelated
629,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
631,agree,agree,discuss,agree,agree,agree,agree
632,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
633,agree,discuss,agree,agree,discuss,agree,discuss
634,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
636,disagree,discuss,discuss,unrelated,unrelated,discuss,unrelated
637,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
638,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
639,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
641,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
642,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
643,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
644,discuss,discuss,discuss,discuss,discuss,discuss,discuss
646,discuss,unrelated,unrelated,unrelated,unrelated,agree,unrelated
647,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
648,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
649,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
651,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
652,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
653,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
654,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
656,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
657,discuss,discuss,discuss,discuss,discuss,discuss,discuss
658,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
659,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
661,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
662,discuss,discuss,discuss,discuss,discuss,discuss,discuss
663,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
664,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
666,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
667,discuss,discuss,discuss,discuss,discuss,agree,discuss
668,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
669,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
671,discuss,unrelated,agree,agree,discuss,unrelated,agree
672,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
673,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,unrelated
674,disagree,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
676,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
677,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
678,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
679,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
681,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
682,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
683,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
684,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
686,agree,agree,agree,agree,agree,agree,agree
687,discuss,agree,discuss,discuss,agree,agree,agree
688,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
689,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
691,discuss,discuss,discuss,discuss,discuss,discuss,discuss
692,discuss,discuss,agree,discuss,discuss,discuss,discuss
693,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
694,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
696,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
697,discuss,agree,discuss,discuss,agree,agree,agree
698,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
699,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
701,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
702,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
703,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
704,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
706,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
707,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
708,discuss,discuss,unrelated,unrelated,discuss,discuss,unrelated
709,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
711,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
712,discuss,discuss,discuss,discuss,discuss,discuss,discuss
713,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
714,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
716,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
717,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
718,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
719,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
721,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
722,agree,agree,agree,agree,agree,discuss,agree
723,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
724,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
726,disagree,discuss,discuss,discuss,discuss,unrelated,discuss
727,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
728,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
729,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
731,discuss,agree,agree,agree,agree,agree,agree
732,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
733,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
734,discuss,unrelated,discuss,unrelated,unrelated,unrelated,unrelated
736,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
737,agree,discuss,discuss,discuss,discuss,discuss,discuss
738,discuss,agree,discuss,discuss,discuss,agree,discuss
739,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
741,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
742,discuss,discuss,discuss,discuss,discuss,discuss,discuss
743,discuss,discuss,discuss,discuss,discuss,discuss,discuss
744,discuss,discuss,agree,agree,discuss,agree,discuss
746,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
747,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
748,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
749,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
751,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
752,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
753,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
754,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
756,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
757,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
758,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
759,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
761,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
762,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
763,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
764,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
766,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
767,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
768,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
769,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
771,discuss,discuss,discuss,discuss,discuss,agree,discuss
772,discuss,discuss,discuss,discuss,discuss,agree,discuss
773,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
774,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
776,discuss,discuss,discuss,discuss,discuss,agree,discuss
777,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
778,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
779,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
781,agree,discuss,discuss,discuss,discuss,unrelated,discuss
782,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
783,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
784,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
786,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
787,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
788,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
789,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
791,disagree,agree,disagree,unrelated,agree,agree,unrelated
792,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
793,agree,agree,discuss,discuss,agree,unrelated,agree
794,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
796,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
797,unrelated,discuss,unrelated,discuss,discuss,disagree,discuss
798,unrelated,discuss,unrelated,discuss,discuss,discuss,discuss
799,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
801,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
802,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
803,discuss,unrelated,unrelated,unrelated,unrelated,agree,unrelated
804,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
806,discuss,discuss,discuss,discuss,discuss,agree,discuss
807,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
808,discuss,discuss,discuss,discuss,discuss,agree,discuss
809,discuss,discuss,agree,discuss,discuss,agree,discuss
811,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
812,agree,agree,discuss,discuss,agree,agree,agree
813,discuss,discuss,discuss,discuss,discuss,discuss,discuss
814,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
816,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
817,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
