,id,Stance,uclmr,athene,solat,solat_tree,solat_deep,mix_solat_uclmr,mv_solat,mv_athene,mv_uclmr
276,276,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
277,277,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
278,278,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
279,279,discuss,discuss,discuss,agree,discuss,agree,discuss,discuss,discuss,discuss
280,280,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
281,281,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
282,282,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
283,283,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
284,284,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
285,285,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
286,286,discuss,discuss,discuss,agree,agree,unrelated,agree,discuss,discuss,discuss
287,287,discuss,discuss,discuss,discuss,discuss,agree,discuss,discuss,discuss,discuss
288,288,unrelated,discuss,discuss,discuss,discuss,unrelated,discuss,discuss,discuss,discuss
289,289,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
290,290,disagree,discuss,discuss,unrelated,agree,unrelated,discuss,discuss,discuss,discuss
291,291,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
292,292,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
293,293,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
294,294,agree,discuss,unrelated,discuss,discuss,agree,discuss,discuss,discuss,discuss
295,295,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
296,296,discuss,agree,agree,agree,agree,agree,agree,agree,agree,agree
297,297,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
298,298,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
299,299,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
300,300,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
301,301,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated,unrelated,unrelated,unrelated
302,302,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated,unrelated,unrelated,unrelated
303,303,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated,unrelated
304,304,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
305,305,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
306,306,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
307,307,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated,unrelated,unrelated,unrelated
308,308,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
309,309,discuss,agree,agree,unrelated,agree,unrelated,agree,agree,agree,agree
310,310,agree,discuss,discuss,agree,agree,agree,agree,discuss,discuss,discuss
311,311,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
312,312,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
313,313,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated,unrelated,unrelated,unrelated
314,314,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
315,315,discuss,discuss,discuss,discuss,discuss,unrelated,discuss,discuss,discuss,discuss
316,316,discuss,discuss,discuss,discuss,discuss,agree,discuss,discuss,discuss,discuss
317,317,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
318,318,agree,agree,discuss,discuss,discuss,disagree,discuss,discuss,discuss,discuss
319,319,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
320,320,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
321,321,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
322,322,disagree,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
323,323,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
324,324,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
325,325,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
326,326,discuss,discuss,discuss,discuss,discuss,agree,discuss,discuss,discuss,discuss
327,327,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
328,328,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
329,329,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
330,330,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
331,331,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
332,332,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
333,333,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
334,334,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
335,335,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated,unrelated
336,336,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
337,337,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
338,338,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
339,339,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
340,340,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
341,341,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
342,342,discuss,discuss,discuss,discuss,discuss,agree,discuss,discuss,discuss,discuss
343,343,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
344,344,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
345,345,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
346,346,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
347,347,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
348,348,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
349,349,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
350,350,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
351,351,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
352,352,discuss,discuss,discuss,agree,agree,agree,discuss,discuss,discuss,discuss
353,353,agree,discuss,agree,unrelated,discuss,unrelated,discuss,unrelated,agree,discuss
354,354,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
355,355,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
356,356,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
357,357,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
358,358,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
359,359,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
360,360,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
361,361,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
362,362,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
363,363,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
364,364,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
365,365,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
366,366,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
367,367,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
368,368,discuss,discuss,discuss,discuss,discuss,agree,discuss,discuss,discuss,discuss
369,369,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated,unrelated,unrelated,unrelated
370,370,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree
371,371,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
372,372,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
373,373,unrelated,discuss,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
374,374,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
375,375,discuss,discuss,discuss,discuss,discuss,unrelated,discuss,discuss,discuss,discuss
376,376,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
377,377,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
378,378,discuss,disagree,discuss,agree,agree,agree,agree,agree,discuss,disagree
379,379,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
380,380,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
381,381,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
382,382,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
383,383,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
384,384,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated,unrelated,unrelated,unrelated
385,385,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
386,386,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
387,387,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
388,388,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
389,389,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
390,390,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
391,391,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
392,392,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
393,393,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
394,394,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
395,395,discuss,discuss,discuss,discuss,discuss,agree,discuss,discuss,discuss,discuss
396,396,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
397,397,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
398,398,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
399,399,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
400,400,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
401,401,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
402,402,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
403,403,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
404,404,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
405,405,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated,unrelated
406,406,unrelated,discuss,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
407,407,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
408,408,agree,discuss,discuss,discuss,discuss,agree,discuss,discuss,discuss,discuss
409,409,agree,agree,agree,agree,agree,unrelated,agree,agree,agree,agree
410,410,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
411,411,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
412,412,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
413,413,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
414,414,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
415,415,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
416,416,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
417,417,discuss,discuss,discuss,agree,discuss,agree,discuss,discuss,discuss,discuss
418,418,agree,discuss,discuss,discuss,discuss,agree,discuss,discuss,discuss,discuss
419,419,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
420,420,discuss,discuss,discuss,discuss,unrelated,discuss,discuss,discuss,discuss,discuss
421,421,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
422,422,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated,unrelated,unrelated,unrelated
423,423,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
424,424,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
425,425,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
426,426,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
427,427,unrelated,discuss,unrelated,unrelated,unrelated,disagree,unrelated,unrelated,unrelated,unrelated
428,428,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss,discuss
429,429,discuss,agree,unrelated,discuss,discuss,agree,discuss,discuss,unrelated,agree
430,430,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated,unrelated,unrelated,unrelated
431,431,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
432,432,discuss,discuss,discuss,discuss,discuss,agree,discuss,discuss,discuss,discuss
433,433,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
434,434,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated,unrelated
435,435,discuss,agree,discuss,agree,discuss,agree,discuss,agree,agree,agree
436,436,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
437,437,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated,unrelated
438,438,discuss,discuss,discuss,discuss,discuss,agree,discuss,discuss,discuss,discuss
439,439,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
440,440,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated,unrelated,unrelated,unrelated
441,441,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated,unrelated
442,442,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
443,443,agree,agree,agree,agree,agree,unrelated,agree,agree,agree,agree
444,444,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
445,445,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
446,446,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
447,447,discuss,unrelated,discuss,agree,agree,unrelated,unrelated,agree,discuss,unrelated
